SENT1,UNK_SENT1,hasUNK1,VERB1_ENTROPY_LSTM_400_80m_a_10-d0.2.pt,VERB1_ENTROPY_LSTM_400_80m_b_11-d0.2.pt,VERB1_ENTROPY_LSTM_400_80m_c_12-d0.2.pt,VERB1_ENTROPY_LSTM_400_80m_d_13-d0.2.pt,VERB1_ENTROPY_LSTM_400_80m_e_14-d0.2.pt,VERB1_ENTROPY_AVG,VERB1_REDUCTION_LSTM_400_80m_a_10-d0.2.pt,VERB1_REDUCTION_LSTM_400_80m_b_11-d0.2.pt,VERB1_REDUCTION_LSTM_400_80m_c_12-d0.2.pt,VERB1_REDUCTION_LSTM_400_80m_d_13-d0.2.pt,VERB1_REDUCTION_LSTM_400_80m_e_14-d0.2.pt,VERB1_REDUCTION_AVG,VERB1_SURP_LSTM_400_80m_a_10-d0.2.pt,VERB1_SURP_LSTM_400_80m_b_11-d0.2.pt,VERB1_SURP_LSTM_400_80m_c_12-d0.2.pt,VERB1_SURP_LSTM_400_80m_d_13-d0.2.pt,VERB1_SURP_LSTM_400_80m_e_14-d0.2.pt,VERB1_SURP_AVG,NOUN1_ENTROPY_LSTM_400_80m_a_10-d0.2.pt,NOUN1_ENTROPY_LSTM_400_80m_b_11-d0.2.pt,NOUN1_ENTROPY_LSTM_400_80m_c_12-d0.2.pt,NOUN1_ENTROPY_LSTM_400_80m_d_13-d0.2.pt,NOUN1_ENTROPY_LSTM_400_80m_e_14-d0.2.pt,NOUN1_ENTROPY_AVG,NOUN1_SURP_LSTM_400_80m_a_10-d0.2.pt,NOUN1_SURP_LSTM_400_80m_b_11-d0.2.pt,NOUN1_SURP_LSTM_400_80m_c_12-d0.2.pt,NOUN1_SURP_LSTM_400_80m_d_13-d0.2.pt,NOUN1_SURP_LSTM_400_80m_e_14-d0.2.pt,NOUN1_SURP_AVG,SENT2,UNK_SENT2,hasUNK2,VERB2_ENTROPY_LSTM_400_80m_a_10-d0.2.pt,VERB2_ENTROPY_LSTM_400_80m_b_11-d0.2.pt,VERB2_ENTROPY_LSTM_400_80m_c_12-d0.2.pt,VERB2_ENTROPY_LSTM_400_80m_d_13-d0.2.pt,VERB2_ENTROPY_LSTM_400_80m_e_14-d0.2.pt,VERB2_ENTROPY_AVG,VERB2_REDUCTION_LSTM_400_80m_a_10-d0.2.pt,VERB2_REDUCTION_LSTM_400_80m_b_11-d0.2.pt,VERB2_REDUCTION_LSTM_400_80m_c_12-d0.2.pt,VERB2_REDUCTION_LSTM_400_80m_d_13-d0.2.pt,VERB2_REDUCTION_LSTM_400_80m_e_14-d0.2.pt,VERB2_REDUCTION_AVG,VERB2_SURP_LSTM_400_80m_a_10-d0.2.pt,VERB2_SURP_LSTM_400_80m_b_11-d0.2.pt,VERB2_SURP_LSTM_400_80m_c_12-d0.2.pt,VERB2_SURP_LSTM_400_80m_d_13-d0.2.pt,VERB2_SURP_LSTM_400_80m_e_14-d0.2.pt,VERB2_SURP_AVG,NOUN2_ENTROPY_LSTM_400_80m_a_10-d0.2.pt,NOUN2_ENTROPY_LSTM_400_80m_b_11-d0.2.pt,NOUN2_ENTROPY_LSTM_400_80m_c_12-d0.2.pt,NOUN2_ENTROPY_LSTM_400_80m_d_13-d0.2.pt,NOUN2_ENTROPY_LSTM_400_80m_e_14-d0.2.pt,NOUN2_ENTROPY_AVG,NOUN2_SURP_LSTM_400_80m_a_10-d0.2.pt,NOUN2_SURP_LSTM_400_80m_b_11-d0.2.pt,NOUN2_SURP_LSTM_400_80m_c_12-d0.2.pt,NOUN2_SURP_LSTM_400_80m_d_13-d0.2.pt,NOUN2_SURP_LSTM_400_80m_e_14-d0.2.pt,NOUN2_SURP_AVG
the boy shook the empty water gun .,the boy shook the empty water gun .,0,5.05628776550293,4.620882034301758,5.035833358764648,4.673202991485596,4.033751964569092,4.683991622924805,1.4764537811279297,2.3313775062561035,1.7952117919921875,1.978621006011963,3.200369358062744,2.1564066886901854,15.661186218261719,16.595518112182617,15.451160430908203,16.414718627929688,16.17576789855957,16.05967025756836,5.654252529144287,5.511807441711426,4.968441963195801,6.295896053314209,5.686097621917725,5.6232991218566895,13.575200080871582,16.448333740234375,13.409255981445312,13.592179298400879,13.850295066833496,14.175052833557128,"and then , he giggled about another water gun .","and then , he <unk> about another water gun .",1,5.5345778465271,6.1169939041137695,5.731512546539307,6.55947732925415,5.38746976852417,5.8660062789917,0.4551658630371094,-0.2335677146911621,-0.01502370834350586,-0.3843564987182617,0.38783788681030273,0.042011165618896486,9.357921600341797,8.669864654541016,7.86623477935791,9.184697151184082,7.57612943649292,8.530969524383545,5.046626091003418,5.883513927459717,5.262186527252197,6.007444858551025,5.8569512367248535,5.611344528198242,10.108738899230957,13.360352516174316,10.380290031433105,10.357039451599121,10.047621726989746,10.85080852508545
the boy filled the empty water gun .,the boy filled the empty water gun .,0,4.753252029418945,5.04348611831665,4.558756351470947,4.454517364501953,4.619935989379883,4.685989570617676,1.779489517211914,1.908773422241211,2.2722887992858887,2.1973066329956055,2.614185333251953,2.1544087409973143,15.391682624816895,13.03650188446045,13.199645042419434,13.63577938079834,13.003798484802246,13.653481483459473,6.1809000968933105,5.901401042938232,5.354952812194824,6.355362415313721,6.273313999176025,6.013186073303222,13.981831550598145,16.82217025756836,13.826214790344238,13.523720741271973,13.4850492477417,14.327797317504883,"and then , he giggled about another water gun .","and then , he <unk> about another water gun .",1,5.538828372955322,6.066752910614014,5.6843342781066895,6.58614444732666,5.381300449371338,5.851472091674805,0.5053610801696777,-0.09057188034057617,0.010439395904541016,-0.45527124404907227,0.5116548538208008,0.09632244110107421,9.353654861450195,8.461629867553711,7.93255615234375,9.239286422729492,7.689046382904053,8.535234737396241,5.0804443359375,5.864312648773193,5.147637367248535,6.050415515899658,5.841594219207764,5.59688081741333,10.17509651184082,13.541337013244629,10.530942916870117,10.176748275756836,10.151632308959961,10.915151405334473
the plumber examined the pipe .,the plumber examined the pipe .,0,5.327570915222168,4.801671504974365,4.515608787536621,4.9850263595581055,4.949129581451416,4.9158014297485355,1.4038515090942383,1.637786865234375,2.0944695472717285,1.6768851280212402,1.961435317993164,1.7548856735229492,14.323699951171875,14.292976379394531,13.441575050354004,14.263769149780273,14.90118408203125,14.244640922546386,7.465488910675049,7.734396934509277,8.79484748840332,7.448945045471191,8.9686861038208,8.082472896575927,15.323346138000488,13.597064018249512,13.928589820861816,13.451451301574707,13.581862449645996,13.976462745666504,"and then , he frowned at another pipe .","and then , he frowned at another pipe .",0,4.913171768188477,6.121843338012695,5.351859092712402,6.162870407104492,4.803815841674805,5.470712089538575,-3.3480424880981445,-4.1953045129776,-4.096722841262817,-4.455682277679443,-3.5300642251968384,-3.9251632690429688,10.320846557617188,6.742297649383545,8.149431228637695,7.043473720550537,9.78168773651123,8.40754737854004,7.31732177734375,6.47875452041626,6.187230110168457,7.243788719177246,7.120288372039795,6.869476699829102,13.956735610961914,12.29905891418457,12.50007152557373,12.701824188232422,12.237513542175293,12.739040756225586
the plumber bent the pipe .,the plumber bent the pipe .,0,6.713009357452393,6.454014301300049,6.515296936035156,6.4125494956970215,6.27782678604126,6.474539375305175,0.018413066864013672,-0.014555931091308594,0.09478139877319336,0.24936199188232422,0.6327381134033203,0.19614772796630858,16.833267211914062,17.515840530395508,16.791606903076172,16.956674575805664,17.035686492919922,17.026615142822266,6.477291584014893,7.287378787994385,8.42011547088623,7.142002105712891,8.95866870880127,7.657091331481934,13.137651443481445,13.352120399475098,12.864753723144531,11.91130542755127,13.04427433013916,12.8620210647583,"and then , he frowned at another pipe .","and then , he frowned at another pipe .",0,4.957765579223633,6.112760066986084,5.319005966186523,6.322091102600098,4.856823921203613,5.51368932723999,-3.3472942113876343,-4.148693799972534,-4.077239990234375,-4.606295704841614,-3.5308375358581543,-3.9420722484588624,10.163999557495117,6.8111796379089355,8.28899097442627,7.181163787841797,9.448172569274902,8.378701305389404,7.134091854095459,6.2602434158325195,6.18382453918457,7.020654678344727,7.020824432373047,6.723927783966064,13.427468299865723,12.19063949584961,12.786014556884766,12.84752368927002,12.2202730178833,12.694383811950683
the teacher pointed at the blackboard .,the teacher pointed at the blackboard .,0,4.482824325561523,5.362684726715088,4.989143371582031,4.786752700805664,5.089148044586182,4.942110633850097,-2.4528520107269287,-3.342559814453125,-3.721045136451721,-2.8810484409332275,-2.8388583660125732,-3.0472727537155153,8.810349464416504,9.41109561920166,11.322986602783203,9.484649658203125,9.784358978271484,9.762688064575196,5.186156272888184,5.282595634460449,5.160349369049072,5.3622565269470215,5.638919830322266,5.326055526733398,16.49291229248047,16.949058532714844,17.088804244995117,17.001989364624023,17.245603561401367,16.955673599243163,"and then , she read from another blackboard .","and then , she read from another blackboard .",0,4.731979846954346,5.464526653289795,4.774849891662598,4.991137981414795,4.992143154144287,4.990927505493164,0.6099305152893066,0.38399744033813477,0.6273422241210938,0.7400908470153809,0.6678085327148438,0.605833911895752,8.409309387207031,8.266135215759277,8.222295761108398,8.415268898010254,7.123544216156006,8.087310695648194,5.263646125793457,4.878451347351074,5.1419243812561035,5.320358753204346,5.1787333488464355,5.156622791290284,16.73815155029297,18.330142974853516,16.796342849731445,17.124385833740234,18.1241397857666,17.42263259887695
the teacher drew on the blackboard .,the teacher drew on the blackboard .,0,5.291345119476318,5.882693290710449,5.248924732208252,5.4231390953063965,5.392651081085205,5.447750663757324,1.8392000198364258,0.8566083908081055,1.4012155532836914,1.3016533851623535,1.7216506004333496,1.4240655899047852,4.632655143737793,5.206676483154297,5.339916229248047,5.938269138336182,4.374192714691162,5.098341941833496,5.2288899421691895,5.649527072906494,4.9250030517578125,5.069212436676025,6.064750671386719,5.387476634979248,15.629582405090332,16.161376953125,16.508190155029297,16.805335998535156,15.734761238098145,16.167849349975587,"and then , she read from another blackboard .","and then , she read from another blackboard .",0,4.714506149291992,5.4571685791015625,4.744941711425781,4.847817897796631,4.887092590332031,4.9303053855896,0.6304311752319336,0.45916032791137695,0.6487407684326172,0.8229222297668457,0.686408519744873,0.6495326042175293,8.3746976852417,8.162545204162598,8.057929039001465,8.50748062133789,7.168365001678467,8.054203510284424,5.268640041351318,4.924473285675049,5.146924018859863,5.354133129119873,5.199818134307861,5.178797721862793,16.64864158630371,18.241958618164062,16.768125534057617,17.184974670410156,18.451539993286133,17.459048080444337
the tour guide inspected the umbrella .,the tour guide inspected the umbrella .,0,4.199977874755859,3.7696990966796875,4.762320518493652,4.4003496170043945,4.17630672454834,4.261730766296386,2.6354684829711914,3.940715789794922,1.5600390434265137,2.7756428718566895,3.6124815940856934,2.904869556427002,19.026094436645508,16.914758682250977,19.052030563354492,18.578126907348633,16.880491256713867,18.090300369262696,6.828851699829102,6.9379801750183105,7.755655288696289,7.851024627685547,7.286958694458008,7.3320940971374515,17.016630172729492,17.18784523010254,16.87194061279297,16.83829116821289,15.883207321166992,16.759582901000975,"and then , she clenched another umbrella .","and then , she <unk> another umbrella .",1,5.602347373962402,5.811340808868408,5.5030927658081055,5.954183578491211,5.3441901206970215,5.6430309295654295,2.365586280822754,1.666111946105957,2.1570096015930176,1.8584198951721191,2.1808090209960938,2.045587348937988,5.994643688201904,6.393464088439941,5.489771842956543,6.313304424285889,6.60228967666626,6.158694744110107,7.176324367523193,8.112531661987305,7.977165699005127,7.699516296386719,6.773531913757324,7.547813987731933,16.959003448486328,15.139653205871582,16.02649688720703,14.852783203125,15.555572509765625,15.706701850891113
the tour guide opened the umbrella .,the tour guide opened the umbrella .,0,4.539302349090576,4.849711894989014,4.4215087890625,4.927841663360596,5.464731216430664,4.84061918258667,2.2961440086364746,2.8607029914855957,1.900850772857666,2.2481508255004883,2.324057102203369,2.3259811401367188,9.332695960998535,10.466647148132324,9.808051109313965,10.51778507232666,10.439718246459961,10.112979507446289,7.54868745803833,8.09096908569336,8.193929672241211,8.365822792053223,8.408220291137695,8.121525859832763,18.689599990844727,18.6541690826416,16.69333839416504,17.32496452331543,15.530373573303223,17.378489112854005,"and then , she clenched another umbrella .","and then , she <unk> another umbrella .",1,5.671051979064941,5.777884483337402,5.455328941345215,6.078364372253418,5.508504390716553,5.698226833343506,2.1142430305480957,1.7202510833740234,2.22178316116333,1.4709229469299316,2.0427584648132324,1.9139917373657227,5.766732692718506,6.286140441894531,5.221657752990723,6.139190196990967,6.126221656799316,5.907988548278809,7.07426643371582,8.138590812683105,7.942925930023193,7.683093070983887,6.644024848937988,7.4965802192687985,17.121774673461914,15.648195266723633,15.96312141418457,14.83842658996582,15.394719123840332,15.793247413635253
the gymnast examined the jump rope .,the gymnast examined the jump rope .,0,5.6111040115356445,5.586740493774414,4.510594844818115,5.119405269622803,4.823343276977539,5.130237579345703,1.4004530906677246,1.0761122703552246,1.5279169082641602,0.5666756629943848,0.608583927154541,1.0359483718872071,15.063902854919434,15.828573226928711,14.32473373413086,15.07275390625,16.412071228027344,15.34040699005127,5.661427974700928,5.60778284072876,5.643444538116455,5.458093166351318,5.694775104522705,5.613104724884034,14.833290100097656,13.601816177368164,14.63224983215332,13.654243469238281,13.54828929901123,14.053977775573731,"and then , she complained about another jump rope .","and then , she complained about another jump rope .",0,4.728203773498535,4.849155902862549,5.371152400970459,5.3203887939453125,4.890668869018555,5.031913948059082,-1.123974084854126,-1.1743919849395752,-2.0552852153778076,-1.532407283782959,-1.3196008205413818,-1.44113187789917,2.6807618141174316,2.471938133239746,2.537236452102661,2.497439384460449,2.1148464679718018,2.460444450378418,5.562582492828369,5.367130756378174,5.762916088104248,5.666107177734375,5.398573875427246,5.551462078094483,15.000717163085938,14.639930725097656,15.022087097167969,15.121641159057617,13.653059005737305,14.687487030029297
the gymnast cut the jump rope .,the gymnast cut the jump rope .,0,5.748431205749512,5.9700446128845215,5.910935878753662,5.761792182922363,6.131283760070801,5.904497528076172,1.2631258964538574,0.6928081512451172,0.12757587432861328,-0.07571125030517578,-0.6993565559387207,0.2616884231567383,13.401987075805664,14.352975845336914,15.43971061706543,12.714277267456055,13.09108829498291,13.800007820129395,5.323071479797363,5.7146992683410645,5.3283371925354,5.5428900718688965,5.85704231262207,5.553208065032959,12.410805702209473,12.670721054077148,12.375060081481934,11.738790512084961,10.642820358276367,11.967639541625976,"and then , she complained about another jump rope .","and then , she complained about another jump rope .",0,4.931500434875488,4.893789291381836,5.467981815338135,5.454072952270508,4.918874263763428,5.133243751525879,-1.0797946453094482,-1.1155970096588135,-2.1036603450775146,-1.3827686309814453,-1.087719202041626,-1.3539079666137694,2.813488483428955,2.7138545513153076,2.3646459579467773,2.595745325088501,2.1736764907836914,2.5322821617126463,5.425394535064697,5.380546569824219,5.842655658721924,5.586390972137451,5.408570766448975,5.5287117004394535,14.654879570007324,14.555987358093262,15.041716575622559,14.595073699951172,13.485788345336914,14.466689109802246
the airline pilot admired his hat .,the airline pilot admired his hat .,0,5.017789363861084,4.867441177368164,5.3679518699646,4.931398391723633,4.375912189483643,4.912098598480225,2.3809709548950195,2.633927345275879,1.9646563529968262,2.6328001022338867,2.245790481567383,2.3716290473937987,17.129213333129883,15.398902893066406,18.422748565673828,17.700563430786133,18.080644607543945,17.34641456604004,5.148421287536621,4.80178689956665,4.504036903381348,5.146618843078613,4.987985134124756,4.917769813537598,12.609806060791016,12.847033500671387,13.905160903930664,13.891371726989746,12.737162590026855,13.198106956481933,"and then , he chatted about another hat .","and then , he <unk> about another hat .",1,5.723955154418945,5.892111301422119,5.632613182067871,6.470767974853516,5.193603038787842,5.782610130310059,-0.11289024353027344,-0.07112646102905273,-0.362795352935791,-0.7849807739257812,0.25584888458251953,-0.21518878936767577,8.84896183013916,8.662609100341797,8.639772415161133,9.53027629852295,8.350320816040039,8.806388092041015,6.683351039886475,5.476768493652344,5.2026448249816895,6.24738073348999,5.7521538734436035,5.872459793090821,13.742389678955078,12.303034782409668,14.009888648986816,13.960837364196777,12.675498008728027,13.338329696655274
the airline pilot removed his hat .,the airline pilot removed his hat .,0,5.036370277404785,5.399106502532959,5.6572585105896,5.21323299407959,5.350439548492432,5.331281566619873,2.3623900413513184,2.102262020111084,1.6753497123718262,2.3509654998779297,1.2712631225585938,1.9524460792541505,12.38377571105957,12.14767074584961,12.401029586791992,13.56467342376709,13.102631568908691,12.719956207275391,5.3120808601379395,4.714537143707275,4.9744486808776855,5.583401203155518,4.918176651000977,5.100528907775879,9.781609535217285,10.419584274291992,11.057520866394043,11.397708892822266,11.973782539367676,10.926041221618652,"and then , he chatted about another hat .","and then , he <unk> about another hat .",1,5.756336212158203,5.495758056640625,5.553488731384277,6.4006829261779785,4.939064025878906,5.629065990447998,-0.023590564727783203,0.3032188415527344,-0.1845874786376953,-0.4797039031982422,0.6268405914306641,0.04843549728393555,9.234504699707031,9.144081115722656,8.831748008728027,9.830426216125488,8.452530860900879,9.098658180236816,6.535052299499512,5.440183162689209,5.1944074630737305,5.9769697189331055,5.712663650512695,5.771855258941651,13.630376815795898,11.986751556396484,14.023024559020996,14.242644309997559,12.392178535461426,13.254995155334473
the little girl kissed her teddy bear .,the little girl kissed her teddy bear .,0,6.119471549987793,6.0394206047058105,6.19044303894043,5.7058424949646,5.959797382354736,6.002995014190674,0.7850122451782227,1.1771421432495117,0.6833381652832031,1.4533343315124512,0.7341499328613281,0.9665953636169433,16.7745418548584,17.04839515686035,16.94536018371582,16.576662063598633,15.810419082641602,16.63107566833496,4.472506523132324,4.566264629364014,5.260171890258789,6.605158805847168,4.56091833114624,5.093004035949707,2.087930202484131,4.245114326477051,5.982690334320068,2.4904356002807617,6.653759479522705,4.291985988616943,"and then , she talked to another teddy bear .","and then , she talked to another teddy bear .",0,4.906824111938477,4.573694705963135,4.678760051727295,4.927446365356445,4.597509860992432,4.736847019195556,-1.003056287765503,-1.0751416683197021,-1.311307668685913,-0.9748883247375488,-0.4002809524536133,-0.952934980392456,2.5085201263427734,2.3030059337615967,2.115429401397705,2.3915982246398926,2.693220376968384,2.4023548126220704,4.740657329559326,4.480748653411865,6.327361583709717,5.404903411865234,5.063808441162109,5.203495883941651,3.8934388160705566,5.376252174377441,5.991734027862549,2.4204068183898926,5.262558937072754,4.588878154754639
the little girl dressed her teddy bear .,the little girl dressed her teddy bear .,0,4.4040727615356445,3.6291332244873047,3.5204646587371826,4.650834083557129,4.120453834533691,4.06499171257019,2.500411033630371,3.5874295234680176,3.35331654548645,2.508342742919922,2.573493480682373,2.904598665237427,13.892436981201172,11.158381462097168,12.721500396728516,13.687078475952148,13.302934646606445,12.95246639251709,5.804230213165283,4.646903038024902,5.6186747550964355,7.546414375305176,5.199771881103516,5.7631988525390625,2.7555320262908936,4.966689109802246,7.544275760650635,4.396989822387695,5.628567218780518,5.058410787582398,"and then , she talked to another teddy bear .","and then , she talked to another teddy bear .",0,5.078258991241455,4.657703399658203,4.730113983154297,5.039102554321289,4.668331623077393,4.834702110290527,-0.8593978881835938,-1.0736868381500244,-1.2398312091827393,-1.0208415985107422,-0.32170581817626953,-0.9030926704406739,2.4603612422943115,2.154487371444702,2.0625834465026855,2.3020105361938477,2.6643950939178467,2.3287675380706787,4.918049335479736,4.53767728805542,6.2967143058776855,5.473461151123047,5.119230270385742,5.269026470184326,3.9788546562194824,5.262735366821289,6.292271614074707,2.3082587718963623,5.343750476837158,4.6371741771698
the librarian looked at the book .,the librarian looked at the book .,0,5.171136379241943,5.432455062866211,5.113275527954102,5.790113925933838,5.482141494750977,5.397824478149414,0.7289853096008301,0.92486572265625,1.0442743301391602,0.08991289138793945,0.31916284561157227,0.6214402198791504,2.6042239665985107,2.6063244342803955,2.784695625305176,2.6383063793182373,2.3744513988494873,2.6016003608703615,5.093992710113525,4.959409713745117,5.772607803344727,5.263225078582764,5.519080638885498,5.321663188934326,9.716904640197754,8.6553316116333,9.315621376037598,9.192076683044434,8.759414672851562,9.127869796752929,"and then , he checked out another book .","and then , he checked out another book .",0,5.4221343994140625,5.725092887878418,5.420648097991943,5.411014556884766,5.498108386993408,5.49539966583252,0.5856428146362305,-0.04047966003417969,0.27987051010131836,0.6211404800415039,0.006533622741699219,0.2905415534973145,4.660634517669678,4.770111560821533,4.546907424926758,4.269989967346191,3.412626266479492,4.33205394744873,5.195241451263428,5.239217281341553,5.520144939422607,5.470065593719482,5.773265838623047,5.439587020874024,6.53134822845459,6.563271999359131,6.5607805252075195,7.241769790649414,7.022140979766846,6.7838623046875
the librarian opened up the book .,the librarian opened up the book .,0,5.76592493057251,5.5517988204956055,5.3301544189453125,5.929826259613037,5.807091236114502,5.676959133148193,-1.0105466842651367,-0.6222825050354004,-0.38002538681030273,-1.307539463043213,-0.4229440689086914,-0.7486676216125489,3.7845537662506104,4.156777858734131,5.04764461517334,4.653806686401367,4.5223259925842285,4.433021783828735,5.4565043449401855,5.5410475730896,5.664183139801025,5.527690410614014,5.945409297943115,5.626966953277588,9.107466697692871,8.253647804260254,8.456670761108398,9.499133110046387,9.437868118286133,8.950957298278809,"and then , he checked out another book .","and then , he checked out another book .",0,5.401822566986084,5.682544708251953,5.356135368347168,5.3020710945129395,5.4312214851379395,5.434759044647217,0.5410633087158203,-0.028079986572265625,0.3563723564147949,0.6142315864562988,0.024602413177490234,0.3016379356384277,4.670332431793213,4.811123847961426,4.674382209777832,4.371955871582031,3.4260849952697754,4.390775871276856,5.1694183349609375,5.24926233291626,5.489611625671387,5.498265743255615,5.750287055969238,5.431369018554688,6.25474214553833,6.616024017333984,6.566171646118164,7.545734882354736,7.117172718048096,6.8199690818786625
the musician played the piano .,the musician played the piano .,0,5.253108501434326,5.659910678863525,5.194337368011475,5.091978549957275,5.574014663696289,5.3546699523925785,1.284285068511963,0.9639811515808105,1.3511333465576172,1.6736559867858887,1.0614027976989746,1.2668916702270507,9.974881172180176,8.901450157165527,9.604589462280273,9.550054550170898,9.3040771484375,9.467010498046875,5.579968452453613,5.732696056365967,5.537816047668457,5.328758239746094,5.425870895385742,5.521021938323974,5.965912818908691,5.983712673187256,5.992281436920166,6.184742450714111,5.671809673309326,5.95969181060791,"and then , he raved about another piano .","and then , he <unk> about another piano .",1,5.70928955078125,6.170826435089111,5.791376113891602,6.6693291664123535,5.259094715118408,5.919983196258545,-0.14982128143310547,-0.7414212226867676,-0.6041579246520996,-0.7005558013916016,0.008451461791992188,-0.4375009536743164,9.391754150390625,8.696239471435547,8.367462158203125,9.141836166381836,8.609182357788086,8.841294860839843,7.089631080627441,6.925386905670166,7.0050225257873535,6.142129421234131,7.178636074066162,6.868161201477051,10.074655532836914,9.624192237854004,9.740209579467773,10.132490158081055,8.842832565307617,9.682876014709473
the musician tuned the piano .,the musician tuned the piano .,0,5.231206893920898,4.936499118804932,4.885321617126465,4.735106945037842,4.981189250946045,4.9538647651672365,1.3061866760253906,1.6873927116394043,1.660149097442627,2.0305275917053223,1.6542282104492188,1.6676968574523925,16.305646896362305,17.94218635559082,17.26268768310547,17.84130859375,17.761369705200195,17.422639846801758,6.232860565185547,5.305627822875977,4.602311611175537,6.009075164794922,5.587419509887695,5.547458934783935,10.41254711151123,11.309575080871582,9.522052764892578,11.454313278198242,11.641883850097656,10.868074417114258,"and then , he raved about another piano .","and then , he <unk> about another piano .",1,5.671109199523926,6.1778645515441895,5.732176780700684,6.651859760284424,5.367453575134277,5.9200927734375,-0.03397703170776367,-0.6649684906005859,-0.2609262466430664,-0.6538534164428711,0.01571178436279297,-0.31960268020629884,8.999383926391602,8.524752616882324,8.105435371398926,8.972113609313965,8.785162925720215,8.677369689941406,7.187297821044922,7.062295436859131,6.940857410430908,6.32609748840332,7.175568103790283,6.9384232521057125,10.568164825439453,9.89085865020752,10.27359676361084,10.552146911621094,9.054394721984863,10.067832374572754
the alley cat followed the mouse .,the alley cat followed the mouse .,0,5.520717620849609,5.535218715667725,5.4396443367004395,5.407087326049805,5.7307047843933105,5.526674556732178,1.1379733085632324,1.0640921592712402,1.5125031471252441,1.6158299446105957,1.363166332244873,1.3387129783630372,11.65453052520752,12.519927024841309,11.965991020202637,12.057618141174316,12.455183029174805,12.130649948120118,7.341867923736572,7.161846160888672,7.250718593597412,6.9046831130981445,7.135180950164795,7.158859348297119,13.828123092651367,14.724148750305176,16.59165382385254,14.760905265808105,15.815618515014648,15.144089889526366,"and then , she hissed at another mouse .","and then , she <unk> at another mouse .",1,4.557792663574219,4.9504008293151855,4.275039196014404,4.540910243988037,4.761963844299316,4.617221355438232,1.139206886291504,1.0041546821594238,1.1095681190490723,1.5455942153930664,0.8842897415161133,1.1365627288818358,7.507747173309326,6.609198570251465,7.521543502807617,7.5942840576171875,6.339837074279785,7.114522075653076,7.257933139801025,7.026700496673584,6.860336780548096,7.31486177444458,6.735929012298584,7.0391522407531735,14.846637725830078,14.589923858642578,14.313486099243164,17.20374870300293,15.84296989440918,15.359353256225585
the alley cat injured the mouse .,the alley cat injured the mouse .,0,5.89544153213501,5.994034290313721,5.704679012298584,5.736788272857666,5.733298301696777,5.812848281860352,0.763249397277832,0.6052765846252441,1.2474684715270996,1.2861289978027344,1.3605728149414062,1.0525392532348632,15.68362808227539,15.552002906799316,15.971855163574219,15.84210205078125,17.258792877197266,16.061676216125488,5.856631755828857,5.6643218994140625,5.8621697425842285,5.484346389770508,6.201326847076416,5.8137593269348145,13.863384246826172,13.44200325012207,13.068338394165039,11.28896713256836,13.91016960144043,13.114572525024414,"and then , she hissed at another mouse .","and then , she <unk> at another mouse .",1,4.640572547912598,4.947721481323242,4.385601997375488,4.680440425872803,4.717380046844482,4.674343299865723,1.1338186264038086,1.0029263496398926,1.0905098915100098,1.4717140197753906,0.9596948623657227,1.1317327499389649,7.4784440994262695,6.603264808654785,7.552673816680908,7.65392541885376,6.244251251220703,7.106511878967285,7.322841644287109,6.8051862716674805,6.898255348205566,6.962048053741455,6.517889499664307,6.901244163513184,15.017611503601074,15.375494956970215,14.322001457214355,16.98426628112793,15.589412689208984,15.457757377624512
the young woman admired the jewelry box .,the young woman admired the jewelry box .,0,4.64376163482666,5.417815685272217,5.290849208831787,5.700903415679932,4.752401828765869,5.161146354675293,1.9459834098815918,1.4564576148986816,1.6395764350891113,1.668379306793213,2.040865421295166,1.7502524375915527,14.922952651977539,14.605416297912598,14.454981803894043,15.121222496032715,15.837502479553223,14.988415145874024,5.0323662757873535,5.138324737548828,5.391937255859375,5.163358211517334,5.471567153930664,5.239510726928711,12.244768142700195,12.81127643585205,12.633548736572266,11.583239555358887,12.912214279174805,12.43700942993164,"and then , she commented on another jewelry box .","and then , she commented on another jewelry box .",0,3.494091749191284,4.444997310638428,4.027239799499512,3.7539916038513184,4.103804111480713,3.964824914932251,-0.2035665512084961,-1.2409343719482422,-1.7687571048736572,-0.8103475570678711,-1.1742095947265625,-1.039563035964966,3.242391347885132,3.478168487548828,3.105889320373535,3.1363630294799805,3.639021158218384,3.3203666687011717,5.628783702850342,5.741866588592529,6.358272075653076,5.474238872528076,6.019870281219482,5.8446063041687015,8.491098403930664,8.754616737365723,9.281744956970215,10.036680221557617,7.791669845581055,8.871162033081054
