SENTS_0,SENTS_1,UNK_SENTS_0,UNK_SENTS_1,has_UNK_0,has_UNK_1,sent_0_word_0,sent_0_word_0_ent_avg,sent_0_word_0_red_avg,sent_0_word_0_surp_avg,sent_0_word_0_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_0_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_0_surp_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_1,sent_0_word_1_ent_avg,sent_0_word_1_red_avg,sent_0_word_1_surp_avg,sent_0_word_1_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_1_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_1_surp_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_2,sent_0_word_2_ent_avg,sent_0_word_2_red_avg,sent_0_word_2_surp_avg,sent_0_word_2_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_2_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_2_surp_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_3,sent_0_word_3_ent_avg,sent_0_word_3_red_avg,sent_0_word_3_surp_avg,sent_0_word_3_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_3_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_3_surp_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_4,sent_0_word_4_ent_avg,sent_0_word_4_red_avg,sent_0_word_4_surp_avg,sent_0_word_4_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_4_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_4_surp_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_5,sent_0_word_5_ent_avg,sent_0_word_5_red_avg,sent_0_word_5_surp_avg,sent_0_word_5_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_5_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_5_surp_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_6,sent_0_word_6_ent_avg,sent_0_word_6_red_avg,sent_0_word_6_surp_avg,sent_0_word_6_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_6_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_6_surp_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_7,sent_0_word_7_ent_avg,sent_0_word_7_red_avg,sent_0_word_7_surp_avg,sent_0_word_7_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_7_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_7_surp_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_8,sent_0_word_8_ent_avg,sent_0_word_8_red_avg,sent_0_word_8_surp_avg,sent_0_word_8_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_8_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_8_surp_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_9,sent_0_word_9_ent_avg,sent_0_word_9_red_avg,sent_0_word_9_surp_avg,sent_0_word_9_ent_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_9_red_LSTM_400_80m_a_10-d0.2.pt,sent_0_word_9_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_0,sent_1_word_0_ent_avg,sent_1_word_0_red_avg,sent_1_word_0_surp_avg,sent_1_word_0_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_0_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_0_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_1,sent_1_word_1_ent_avg,sent_1_word_1_red_avg,sent_1_word_1_surp_avg,sent_1_word_1_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_1_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_1_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_2,sent_1_word_2_ent_avg,sent_1_word_2_red_avg,sent_1_word_2_surp_avg,sent_1_word_2_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_2_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_2_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_3,sent_1_word_3_ent_avg,sent_1_word_3_red_avg,sent_1_word_3_surp_avg,sent_1_word_3_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_3_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_3_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_4,sent_1_word_4_ent_avg,sent_1_word_4_red_avg,sent_1_word_4_surp_avg,sent_1_word_4_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_4_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_4_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_5,sent_1_word_5_ent_avg,sent_1_word_5_red_avg,sent_1_word_5_surp_avg,sent_1_word_5_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_5_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_5_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_6,sent_1_word_6_ent_avg,sent_1_word_6_red_avg,sent_1_word_6_surp_avg,sent_1_word_6_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_6_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_6_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_7,sent_1_word_7_ent_avg,sent_1_word_7_red_avg,sent_1_word_7_surp_avg,sent_1_word_7_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_7_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_7_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_8,sent_1_word_8_ent_avg,sent_1_word_8_red_avg,sent_1_word_8_surp_avg,sent_1_word_8_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_8_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_8_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_9,sent_1_word_9_ent_avg,sent_1_word_9_red_avg,sent_1_word_9_surp_avg,sent_1_word_9_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_9_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_9_surp_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_10,sent_1_word_10_ent_avg,sent_1_word_10_red_avg,sent_1_word_10_surp_avg,sent_1_word_10_ent_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_10_red_LSTM_400_80m_a_10-d0.2.pt,sent_1_word_10_surp_LSTM_400_80m_a_10-d0.2.pt
the boy will shake the empty water gun .,"and then , he will giggle about the water gun .",the boy will shake the empty water gun .,"and then , he will <unk> about the water gun .",0,1,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,boy,6.532742977142334,2.703779697418213,10.822345733642578,6.532742977142334,2.703779697418213,10.822345733642578,will,7.285580635070801,0.0,8.99800968170166,7.285580635070801,0.0,8.99800968170166,shake,5.443760871887207,1.8418197631835938,12.104381561279297,5.443760871887207,1.8418197631835938,12.104381561279297,the,10.257072448730469,0.0,1.9602962732315063,10.257072448730469,0.0,1.9602962732315063,empty,9.650628089904785,0.6064443588256836,11.91667366027832,9.650628089904785,0.6064443588256836,11.91667366027832,water,5.9517598152160645,3.6988682746887207,5.92512845993042,5.9517598152160645,3.6988682746887207,5.92512845993042,gun,5.766168117523193,0.1855916976928711,13.798798561096191,5.766168117523193,0.1855916976928711,13.798798561096191,.,0.0,5.766168117523193,2.905261278152466,0.0,5.766168117523193,2.905261278152466,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,he,8.033828735351562,0.0,6.625704288482666,8.033828735351562,0.0,6.625704288482666,will,7.363248825073242,0.6705799102783203,8.968694686889648,7.363248825073242,0.6705799102783203,8.968694686889648,giggle,7.027899742126465,0.33534908294677734,6.514430522918701,7.027899742126465,0.33534908294677734,6.514430522918701,about,6.0039191246032715,1.0239806175231934,8.852660179138184,6.0039191246032715,1.0239806175231934,8.852660179138184,the,10.334556579589844,0.0,1.778319001197815,10.334556579589844,0.0,1.778319001197815,water,7.5498504638671875,2.7847061157226562,11.181143760681152,7.5498504638671875,2.7847061157226562,11.181143760681152,gun,6.134526252746582,1.4153242111206055,13.776802062988281,6.134526252746582,1.4153242111206055,13.776802062988281,.,0.0,6.134526252746582,2.306417226791382,0.0,6.134526252746582,2.306417226791382,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
the boy will fill the empty water gun .,"and then , he will giggle about the water gun .",the boy will fill the empty water gun .,"and then , he will <unk> about the water gun .",0,1,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,boy,6.532742977142334,2.703779697418213,10.822345733642578,6.532742977142334,2.703779697418213,10.822345733642578,will,7.285580635070801,0.0,8.99800968170166,7.285580635070801,0.0,8.99800968170166,fill,4.821986675262451,2.4635939598083496,11.300026893615723,4.821986675262451,2.4635939598083496,11.300026893615723,the,9.723577499389648,0.0,1.584733009338379,9.723577499389648,0.0,1.584733009338379,empty,9.46130084991455,0.26227664947509766,11.115898132324219,9.46130084991455,0.26227664947509766,11.115898132324219,water,6.389046669006348,3.072254180908203,6.205491065979004,6.389046669006348,3.072254180908203,6.205491065979004,gun,5.897587299346924,0.49145936965942383,14.095948219299316,5.897587299346924,0.49145936965942383,14.095948219299316,.,0.0,5.897587299346924,2.808377265930176,0.0,5.897587299346924,2.808377265930176,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,he,8.033828735351562,0.0,6.625704288482666,8.033828735351562,0.0,6.625704288482666,will,7.363248825073242,0.6705799102783203,8.968694686889648,7.363248825073242,0.6705799102783203,8.968694686889648,giggle,7.027899742126465,0.33534908294677734,6.514430522918701,7.027899742126465,0.33534908294677734,6.514430522918701,about,6.0039191246032715,1.0239806175231934,8.852660179138184,6.0039191246032715,1.0239806175231934,8.852660179138184,the,10.334556579589844,0.0,1.778319001197815,10.334556579589844,0.0,1.778319001197815,water,7.5498504638671875,2.7847061157226562,11.181143760681152,7.5498504638671875,2.7847061157226562,11.181143760681152,gun,6.134526252746582,1.4153242111206055,13.776802062988281,6.134526252746582,1.4153242111206055,13.776802062988281,.,0.0,6.134526252746582,2.306417226791382,0.0,6.134526252746582,2.306417226791382,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
the plumber will examine the pipe .,"and then , he will frown at the pipe .",the plumber will examine the pipe .,"and then , he will <unk> at the pipe .",0,1,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,plumber,6.73142147064209,2.505101203918457,16.911943435668945,6.73142147064209,2.505101203918457,16.911943435668945,will,7.359603404998779,0.0,8.40217399597168,7.359603404998779,0.0,8.40217399597168,examine,4.9586944580078125,2.400908946990967,12.728840827941895,4.9586944580078125,2.400908946990967,12.728840827941895,the,10.389708518981934,0.0,1.2887574434280396,10.389708518981934,0.0,1.2887574434280396,pipe,6.863814353942871,3.5258941650390625,15.807479858398438,6.863814353942871,3.5258941650390625,15.807479858398438,.,0.0,6.863814353942871,3.6789705753326416,0.0,6.863814353942871,3.6789705753326416,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,he,8.033828735351562,0.0,6.625704288482666,8.033828735351562,0.0,6.625704288482666,will,7.363248825073242,0.6705799102783203,8.968694686889648,7.363248825073242,0.6705799102783203,8.968694686889648,frown,7.027899742126465,0.33534908294677734,6.514430522918701,7.027899742126465,0.33534908294677734,6.514430522918701,at,4.759614944458008,2.268284797668457,7.251754283905029,4.759614944458008,2.268284797668457,7.251754283905029,the,7.476857662200928,0.0,1.442009449005127,7.476857662200928,0.0,1.442009449005127,pipe,8.375361442565918,0.0,17.535058975219727,8.375361442565918,0.0,17.535058975219727,.,0.0,8.375361442565918,3.54533314704895,0.0,8.375361442565918,3.54533314704895,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
the plumber will bend the pipe,"and then , he will frown at the pipe .",the plumber will bend the pipe,"and then , he will <unk> at the pipe .",0,1,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,plumber,6.73142147064209,2.505101203918457,16.911943435668945,6.73142147064209,2.505101203918457,16.911943435668945,will,7.359603404998779,0.0,8.40217399597168,7.359603404998779,0.0,8.40217399597168,bend,6.138941287994385,1.2206621170043945,14.64221477508545,6.138941287994385,1.2206621170043945,14.64221477508545,the,10.18739128112793,0.0,2.810330629348755,10.18739128112793,0.0,2.810330629348755,pipe,0.0,10.18739128112793,12.958964347839355,0.0,10.18739128112793,12.958964347839355,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,he,8.033828735351562,0.0,6.625704288482666,8.033828735351562,0.0,6.625704288482666,will,7.363248825073242,0.6705799102783203,8.968694686889648,7.363248825073242,0.6705799102783203,8.968694686889648,frown,7.027899742126465,0.33534908294677734,6.514430522918701,7.027899742126465,0.33534908294677734,6.514430522918701,at,4.759614944458008,2.268284797668457,7.251754283905029,4.759614944458008,2.268284797668457,7.251754283905029,the,7.476857662200928,0.0,1.442009449005127,7.476857662200928,0.0,1.442009449005127,pipe,8.375361442565918,0.0,17.535058975219727,8.375361442565918,0.0,17.535058975219727,.,0.0,8.375361442565918,3.54533314704895,0.0,8.375361442565918,3.54533314704895,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
the teacher will point at the blackboard .,"and then , she will read from the blackboard .",the teacher will point at the blackboard .,"and then , she will read from the blackboard .",0,0,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,teacher,6.471874237060547,2.7646484375,14.291425704956055,6.471874237060547,2.7646484375,14.291425704956055,will,7.342048168182373,0.0,9.022302627563477,7.342048168182373,0.0,9.022302627563477,point,4.551647663116455,2.790400505065918,11.57995891571045,4.551647663116455,2.790400505065918,11.57995891571045,at,4.283385276794434,0.2682623863220215,5.927936553955078,4.283385276794434,0.2682623863220215,5.927936553955078,the,8.493013381958008,0.0,1.270341157913208,8.493013381958008,0.0,1.270341157913208,blackboard,5.38090705871582,3.1121063232421875,18.118743896484375,5.38090705871582,3.1121063232421875,18.118743896484375,.,0.0,5.38090705871582,2.373364210128784,0.0,5.38090705871582,2.373364210128784,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,she,7.937714576721191,0.0,9.088151931762695,7.937714576721191,0.0,9.088151931762695,will,7.361246585845947,0.5764679908752441,8.729571342468262,7.361246585845947,0.5764679908752441,8.729571342468262,read,5.841001510620117,1.52024507522583,9.624478340148926,5.841001510620117,1.52024507522583,9.624478340148926,from,4.893129825592041,0.9478716850280762,8.1494722366333,4.893129825592041,0.9478716850280762,8.1494722366333,the,9.457119941711426,0.0,1.6225461959838867,9.457119941711426,0.0,1.6225461959838867,blackboard,5.191117286682129,4.266002655029297,16.23441505432129,5.191117286682129,4.266002655029297,16.23441505432129,.,0.0,5.191117286682129,2.3009650707244873,0.0,5.191117286682129,2.3009650707244873,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
the teacher will draw on the blackboard .,"and then , she will read from the blackboard .",the teacher will draw on the blackboard .,"and then , she will read from the blackboard .",0,0,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,teacher,6.471874237060547,2.7646484375,14.291425704956055,6.471874237060547,2.7646484375,14.291425704956055,will,7.342048168182373,0.0,9.022302627563477,7.342048168182373,0.0,9.022302627563477,draw,6.382596015930176,0.9594521522521973,10.373897552490234,6.382596015930176,0.9594521522521973,10.373897552490234,on,5.579426288604736,0.8031697273254395,4.465057849884033,5.579426288604736,0.8031697273254395,4.465057849884033,the,10.074506759643555,0.0,1.5908172130584717,10.074506759643555,0.0,1.5908172130584717,blackboard,5.06228494644165,5.012221813201904,15.769405364990234,5.06228494644165,5.012221813201904,15.769405364990234,.,0.0,5.06228494644165,2.4964942932128906,0.0,5.06228494644165,2.4964942932128906,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,she,7.937714576721191,0.0,9.088151931762695,7.937714576721191,0.0,9.088151931762695,will,7.361246585845947,0.5764679908752441,8.729571342468262,7.361246585845947,0.5764679908752441,8.729571342468262,read,5.841001510620117,1.52024507522583,9.624478340148926,5.841001510620117,1.52024507522583,9.624478340148926,from,4.893129825592041,0.9478716850280762,8.1494722366333,4.893129825592041,0.9478716850280762,8.1494722366333,the,9.457119941711426,0.0,1.6225461959838867,9.457119941711426,0.0,1.6225461959838867,blackboard,5.191117286682129,4.266002655029297,16.23441505432129,5.191117286682129,4.266002655029297,16.23441505432129,.,0.0,5.191117286682129,2.3009650707244873,0.0,5.191117286682129,2.3009650707244873,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
the tour guide will inspect the umbrella .,"and then , she will clench the umbrella .",the tour guide will inspect the umbrella .,"and then , she will <unk> the umbrella .",0,1,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,tour,6.738687038421631,2.497835636138916,11.548991203308105,6.738687038421631,2.497835636138916,11.548991203308105,guide,6.835445880889893,0.0,13.249811172485352,6.835445880889893,0.0,13.249811172485352,will,6.505084037780762,0.33036184310913086,8.863547325134277,6.505084037780762,0.33036184310913086,8.863547325134277,inspect,5.311205863952637,1.193878173828125,14.701451301574707,5.311205863952637,1.193878173828125,14.701451301574707,the,9.981168746948242,0.0,1.4348293542861938,9.981168746948242,0.0,1.4348293542861938,umbrella,5.276119709014893,4.70504903793335,16.857606887817383,5.276119709014893,4.70504903793335,16.857606887817383,.,0.0,5.276119709014893,4.26511287689209,0.0,5.276119709014893,4.26511287689209,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,she,7.937714576721191,0.0,9.088151931762695,7.937714576721191,0.0,9.088151931762695,will,7.361246585845947,0.5764679908752441,8.729571342468262,7.361246585845947,0.5764679908752441,8.729571342468262,clench,7.061687469482422,0.2995591163635254,6.561731338500977,7.061687469482422,0.2995591163635254,6.561731338500977,the,10.236863136291504,0.0,2.6959004402160645,10.236863136291504,0.0,2.6959004402160645,umbrella,5.067039489746094,5.16982364654541,15.965520858764648,5.067039489746094,5.16982364654541,15.965520858764648,.,0.0,5.067039489746094,3.6086487770080566,0.0,5.067039489746094,3.6086487770080566,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
the tour guide will open the umbrella .,"and then , she will clench the umbrella .",the tour guide will open the umbrella .,"and then , she will <unk> the umbrella .",0,1,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,tour,6.738687038421631,2.497835636138916,11.548991203308105,6.738687038421631,2.497835636138916,11.548991203308105,guide,6.835445880889893,0.0,13.249811172485352,6.835445880889893,0.0,13.249811172485352,will,6.505084037780762,0.33036184310913086,8.863547325134277,6.505084037780762,0.33036184310913086,8.863547325134277,open,5.845604419708252,0.6594796180725098,9.6917085647583,5.845604419708252,0.6594796180725098,9.6917085647583,the,9.149530410766602,0.0,2.680107355117798,9.149530410766602,0.0,2.680107355117798,umbrella,7.199678897857666,1.9498515129089355,18.645050048828125,7.199678897857666,1.9498515129089355,18.645050048828125,.,0.0,7.199678897857666,4.371631622314453,0.0,7.199678897857666,4.371631622314453,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,she,7.937714576721191,0.0,9.088151931762695,7.937714576721191,0.0,9.088151931762695,will,7.361246585845947,0.5764679908752441,8.729571342468262,7.361246585845947,0.5764679908752441,8.729571342468262,clench,7.061687469482422,0.2995591163635254,6.561731338500977,7.061687469482422,0.2995591163635254,6.561731338500977,the,10.236863136291504,0.0,2.6959004402160645,10.236863136291504,0.0,2.6959004402160645,umbrella,5.067039489746094,5.16982364654541,15.965520858764648,5.067039489746094,5.16982364654541,15.965520858764648,.,0.0,5.067039489746094,3.6086487770080566,0.0,5.067039489746094,3.6086487770080566,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
the gymnast will examine the jump rope .,"and then , she will complain about the jump rope .",the gymnast will examine the jump rope .,"and then , she will complain about the jump rope .",0,0,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,gymnast,7.011557102203369,2.2249655723571777,20.07357406616211,7.011557102203369,2.2249655723571777,20.07357406616211,will,7.370559215545654,0.0,7.680248260498047,7.370559215545654,0.0,7.680248260498047,examine,4.983358383178711,2.3872008323669434,13.060503005981445,4.983358383178711,2.3872008323669434,13.060503005981445,the,10.31653118133545,0.0,1.2978161573410034,10.31653118133545,0.0,1.2978161573410034,jump,6.481528282165527,3.835002899169922,14.732230186462402,6.481528282165527,3.835002899169922,14.732230186462402,rope,5.502442836761475,0.9790854454040527,14.960465431213379,5.502442836761475,0.9790854454040527,14.960465431213379,.,0.0,5.502442836761475,3.1361656188964844,0.0,5.502442836761475,3.1361656188964844,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,she,7.937714576721191,0.0,9.088151931762695,7.937714576721191,0.0,9.088151931762695,will,7.361246585845947,0.5764679908752441,8.729571342468262,7.361246585845947,0.5764679908752441,8.729571342468262,complain,4.485679626464844,2.8755669593811035,12.281464576721191,4.485679626464844,2.8755669593811035,12.281464576721191,about,4.709609031677246,0.0,1.8496285676956177,4.709609031677246,0.0,1.8496285676956177,the,10.407174110412598,0.0,1.220115303993225,10.407174110412598,0.0,1.220115303993225,jump,6.251008033752441,4.156166076660156,14.783003807067871,6.251008033752441,4.156166076660156,14.783003807067871,rope,5.503685474395752,0.7473225593566895,15.703622817993164,5.503685474395752,0.7473225593566895,15.703622817993164,.,0.0,5.503685474395752,2.471090316772461,0.0,5.503685474395752,2.471090316772461,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
the gymnast will cut the jump rope .,"and then , she will complain about the jump rope .",the gymnast will cut the jump rope .,"and then , she will complain about the jump rope .",0,0,the,9.236522674560547,0.0,3.6588172912597656,9.236522674560547,0,3.6588172912597656,gymnast,7.011557102203369,2.2249655723571777,20.07357406616211,7.011557102203369,2.2249655723571777,20.07357406616211,will,7.370559215545654,0.0,7.680248260498047,7.370559215545654,0.0,7.680248260498047,cut,5.419739723205566,1.950819492340088,10.98295783996582,5.419739723205566,1.950819492340088,10.98295783996582,the,10.161259651184082,0.0,1.8733571767807007,10.161259651184082,0.0,1.8733571767807007,jump,6.349249839782715,3.812009811401367,12.496872901916504,6.349249839782715,3.812009811401367,12.496872901916504,rope,5.328193187713623,1.0210566520690918,12.16597843170166,5.328193187713623,1.0210566520690918,12.16597843170166,.,0.0,5.328193187713623,3.5517024993896484,0.0,5.328193187713623,3.5517024993896484,and,7.739471912384033,0.0,5.5206217765808105,7.739471912384033,0.0,5.5206217765808105,then,8.653621673583984,0.0,6.156722068786621,8.653621673583984,0.0,6.156722068786621,",",6.51738166809082,2.136240005493164,4.969815731048584,6.51738166809082,2.136240005493164,4.969815731048584,she,7.937714576721191,0.0,9.088151931762695,7.937714576721191,0.0,9.088151931762695,will,7.361246585845947,0.5764679908752441,8.729571342468262,7.361246585845947,0.5764679908752441,8.729571342468262,complain,4.485679626464844,2.8755669593811035,12.281464576721191,4.485679626464844,2.8755669593811035,12.281464576721191,about,4.709609031677246,0.0,1.8496285676956177,4.709609031677246,0.0,1.8496285676956177,the,10.407174110412598,0.0,1.220115303993225,10.407174110412598,0.0,1.220115303993225,jump,6.251008033752441,4.156166076660156,14.783003807067871,6.251008033752441,4.156166076660156,14.783003807067871,rope,5.503685474395752,0.7473225593566895,15.703622817993164,5.503685474395752,0.7473225593566895,15.703622817993164,.,0.0,5.503685474395752,2.471090316772461,0.0,5.503685474395752,2.471090316772461,NULL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,NULL,-1.0,-1.0,-1.0,-1,-1.0,-1.0
