SENT1,UNK_SENT1,hasUNK1,VERB1_ENTROPY_LSTM_400_80m_a_10-d0.2.pt,VERB1_ENTROPY_LSTM_400_80m_b_11-d0.2.pt,VERB1_ENTROPY_LSTM_400_80m_c_12-d0.2.pt,VERB1_ENTROPY_LSTM_400_80m_d_13-d0.2.pt,VERB1_ENTROPY_LSTM_400_80m_e_14-d0.2.pt,VERB1_ENTROPY_AVG,VERB1_REDUCTION_LSTM_400_80m_a_10-d0.2.pt,VERB1_REDUCTION_LSTM_400_80m_b_11-d0.2.pt,VERB1_REDUCTION_LSTM_400_80m_c_12-d0.2.pt,VERB1_REDUCTION_LSTM_400_80m_d_13-d0.2.pt,VERB1_REDUCTION_LSTM_400_80m_e_14-d0.2.pt,VERB1_REDUCTION_AVG,VERB1_SURP_LSTM_400_80m_a_10-d0.2.pt,VERB1_SURP_LSTM_400_80m_b_11-d0.2.pt,VERB1_SURP_LSTM_400_80m_c_12-d0.2.pt,VERB1_SURP_LSTM_400_80m_d_13-d0.2.pt,VERB1_SURP_LSTM_400_80m_e_14-d0.2.pt,VERB1_SURP_AVG,NOUN1_SURP_LSTM_400_80m_a_10-d0.2.pt,NOUN1_SURP_LSTM_400_80m_b_11-d0.2.pt,NOUN1_SURP_LSTM_400_80m_c_12-d0.2.pt,NOUN1_SURP_LSTM_400_80m_d_13-d0.2.pt,NOUN1_SURP_LSTM_400_80m_e_14-d0.2.pt,NOUN1_SURP_AVG,SENT2,UNK_SENT2,hasUNK2,VERB2_ENTROPY_LSTM_400_80m_a_10-d0.2.pt,VERB2_ENTROPY_LSTM_400_80m_b_11-d0.2.pt,VERB2_ENTROPY_LSTM_400_80m_c_12-d0.2.pt,VERB2_ENTROPY_LSTM_400_80m_d_13-d0.2.pt,VERB2_ENTROPY_LSTM_400_80m_e_14-d0.2.pt,VERB2_ENTROPY_AVG,VERB2_REDUCTION_LSTM_400_80m_a_10-d0.2.pt,VERB2_REDUCTION_LSTM_400_80m_b_11-d0.2.pt,VERB2_REDUCTION_LSTM_400_80m_c_12-d0.2.pt,VERB2_REDUCTION_LSTM_400_80m_d_13-d0.2.pt,VERB2_REDUCTION_LSTM_400_80m_e_14-d0.2.pt,VERB2_REDUCTION_AVG,VERB2_SURP_LSTM_400_80m_a_10-d0.2.pt,VERB2_SURP_LSTM_400_80m_b_11-d0.2.pt,VERB2_SURP_LSTM_400_80m_c_12-d0.2.pt,VERB2_SURP_LSTM_400_80m_d_13-d0.2.pt,VERB2_SURP_LSTM_400_80m_e_14-d0.2.pt,VERB2_SURP_AVG,NOUN2_SURP_LSTM_400_80m_a_10-d0.2.pt,NOUN2_SURP_LSTM_400_80m_b_11-d0.2.pt,NOUN2_SURP_LSTM_400_80m_c_12-d0.2.pt,NOUN2_SURP_LSTM_400_80m_d_13-d0.2.pt,NOUN2_SURP_LSTM_400_80m_e_14-d0.2.pt,NOUN2_SURP_AVG
the girl will calculate the payment .,the girl will calculate the payment .,0,4.793807029724121,5.523610591888428,5.120327949523926,4.74736213684082,5.223706245422363,5.081762790679932,2.436110496520996,1.7660369873046875,1.7827916145324707,2.5374817848205566,2.669617176055908,2.238407611846924,15.992715835571289,16.6551513671875,16.414508819580078,15.817856788635254,16.345186233520508,16.245083808898926,12.76329517364502,12.671728134155273,14.738516807556152,15.346394538879395,12.708932876586914,13.64577350616455,the girl will extend the payment .,the girl will extend the payment .,0,4.650252819061279,5.287990570068359,5.100396156311035,5.531800746917725,4.626539707183838,5.039395999908447,2.579664707183838,2.001657009124756,1.8027234077453613,1.7530431747436523,3.2667837142944336,2.280774402618408,12.439067840576172,12.005331993103027,12.768566131591797,12.475772857666016,12.151530265808105,12.368053817749024,14.019482612609863,14.395747184753418,14.175415992736816,16.259328842163086,14.130023002624512,14.59599952697754
the girl will catch the ball .,the girl will catch the ball .,0,5.920680046081543,6.047346591949463,5.743744373321533,5.859706878662109,5.778608322143555,5.870017242431641,1.3092374801635742,1.2423009872436523,1.1593751907348633,1.4251370429992676,2.114715099334717,1.4501531600952149,10.585619926452637,12.277767181396484,10.916189193725586,10.637894630432129,9.904898643493652,10.864473915100097,7.161757946014404,6.932146072387695,6.585986137390137,7.965390682220459,5.833608627319336,6.895777893066406,the girl will avoid the ball .,the girl will avoid the ball .,0,7.714897632598877,8.319122314453125,8.233431816101074,7.736435413360596,8.063141822814941,8.013405799865723,-0.48498010635375977,-1.0294747352600098,-1.3303122520446777,-0.45159149169921875,-0.16981840133666992,-0.6932353973388672,11.002695083618164,10.940509796142578,10.811394691467285,10.440282821655273,9.825764656066895,10.604129409790039,10.336398124694824,9.253965377807617,10.207062721252441,11.49909782409668,10.390816688537598,10.337468147277832
the girl will chase the butterfly .,the girl will chase the butterfly .,0,5.648159027099609,6.462271690368652,5.699353218078613,5.975946426391602,6.162149429321289,5.989575958251953,1.5817584991455078,0.8273758888244629,1.2037663459777832,1.3088974952697754,1.7311739921569824,1.3305944442749023,12.082514762878418,12.576667785644531,11.886601448059082,12.747047424316406,11.008856773376465,12.06033763885498,14.400160789489746,14.155109405517578,14.752291679382324,13.434884071350098,14.681787490844727,14.284846687316895,the girl will watch the butterfly .,the girl will watch the butterfly .,0,5.663745880126953,6.411283493041992,5.634571552276611,5.779511451721191,6.268777847290039,5.951578044891358,1.566171646118164,0.878364086151123,1.2685480117797852,1.5053324699401855,1.6245455741882324,1.3685923576354981,9.695669174194336,10.666241645812988,10.725661277770996,10.4208984375,9.983985900878906,10.298491287231446,14.306617736816406,14.640336990356445,15.055973052978516,14.263850212097168,14.712265968322754,14.595808792114259
the girl will chop the food .,the girl will chop the food .,0,5.684234142303467,5.798279285430908,5.540186405181885,5.912079811096191,5.173465251922607,5.621648979187012,1.5456833839416504,1.491368293762207,1.3629331588745117,1.3727641105651855,2.719858169555664,1.6985214233398438,14.784472465515137,15.250690460205078,14.809452056884766,16.04109764099121,15.015935897827148,15.180329704284668,9.360167503356934,9.850699424743652,9.08508014678955,9.28251838684082,9.398001670837402,9.395293426513671,the girl will buy the food .,the girl will buy the food .,0,5.910008430480957,6.405933380126953,5.498682975769043,5.659294128417969,6.549440383911133,6.004671859741211,1.3199090957641602,0.8837141990661621,1.4044365882873535,1.6255497932434082,1.3438830375671387,1.3154985427856445,9.373790740966797,10.51447582244873,11.135608673095703,10.320823669433594,9.420063972473145,10.152952575683594,8.47901725769043,9.90039348602295,9.069369316101074,8.695154190063477,8.67155647277832,8.96309814453125
the girl will clean the clothes .,the girl will clean the clothes .,0,5.0007405281066895,4.942249774932861,4.81894063949585,4.540604591369629,5.037124156951904,4.867931938171386,2.2291769981384277,2.347397804260254,2.084178924560547,2.744239330291748,2.856199264526367,2.4522384643554687,13.000959396362305,13.381063461303711,14.098589897155762,13.993097305297852,13.450634002685547,13.584868812561036,9.333412170410156,9.680474281311035,11.240017890930176,10.453660011291504,10.610809326171875,10.26367473602295,the girl will purchase the clothes .,the girl will purchase the clothes .,0,5.162033557891846,6.3590803146362305,4.978826522827148,5.285600662231445,5.795740127563477,5.51625623703003,2.0678839683532715,0.9305672645568848,1.924293041229248,1.9992432594299316,2.097583293914795,1.8039141654968263,11.082871437072754,12.41849136352539,12.213785171508789,12.557589530944824,11.532008171081543,11.96094913482666,9.607796669006348,10.05333137512207,10.811579704284668,10.60079288482666,10.585866928100586,10.331873512268066
the girl will climb the mountain .,the girl will climb the mountain .,0,5.807371139526367,6.061258316040039,5.541565895080566,5.784005165100098,6.03961706161499,5.8467635154724125,1.42254638671875,1.2283892631530762,1.36155366897583,1.5008387565612793,1.8537063598632812,1.4734068870544434,11.609688758850098,11.560750961303711,13.009063720703125,11.05567741394043,10.499338150024414,11.546903800964355,8.265417098999023,8.640046119689941,9.41899585723877,7.473998546600342,7.819674015045166,8.32362632751465,the girl will photograph the mountain .,the girl will photograph the mountain .,0,5.2837958335876465,5.918778896331787,5.302361965179443,5.365385055541992,5.5479912757873535,5.4836626052856445,1.9461216926574707,1.3708686828613281,1.6007575988769531,1.9194588661193848,2.345332145690918,1.836507797241211,14.133106231689453,15.606999397277832,13.786510467529297,13.802990913391113,15.54028606414795,14.573978614807128,11.694463729858398,11.835615158081055,12.616084098815918,11.48794174194336,10.625720024108887,11.651964950561524
the girl will close the drawer .,the girl will close the drawer .,0,4.949025630950928,5.435708522796631,5.020642280578613,5.188136100769043,5.463907241821289,5.211483955383301,2.2808918952941895,1.8539390563964844,1.8824772834777832,2.096707820892334,2.4294161796569824,2.1086864471435547,11.337238311767578,10.305347442626953,10.992396354675293,10.801918983459473,10.501667022705078,10.787713623046875,15.155707359313965,17.256868362426758,16.552705764770508,16.74578857421875,16.38785171508789,16.419784355163575,the girl will clean the drawer .,the girl will clean the drawer .,0,5.0007405281066895,4.942249774932861,4.81894063949585,4.540604591369629,5.037124156951904,4.867931938171386,2.2291769981384277,2.347397804260254,2.084178924560547,2.744239330291748,2.856199264526367,2.4522384643554687,13.000959396362305,13.381063461303711,14.098589897155762,13.993097305297852,13.450634002685547,13.584868812561036,13.921331405639648,14.751684188842773,15.300714492797852,16.993440628051758,13.973716735839844,14.988177490234374
the girl will color the cartoon .,the girl will color the cartoon .,0,6.691251277923584,7.22099494934082,5.995480060577393,6.257115364074707,6.679778099060059,6.5689239501953125,0.5386662483215332,0.06865262985229492,0.9076395034790039,1.02772855758667,1.213545322418213,0.751246452331543,17.652559280395508,16.800052642822266,17.491321563720703,16.660383224487305,15.91913890838623,16.9046911239624,14.421285629272461,13.634126663208008,14.29745864868164,14.782783508300781,14.178387641906738,14.262808418273925,the girl will copy the cartoon .,the girl will copy the cartoon .,0,5.821664810180664,6.144395351409912,5.071015357971191,5.2844767570495605,5.8550543785095215,5.63532133102417,1.4082527160644531,1.1452522277832031,1.832104206085205,2.0003671646118164,2.03826904296875,1.6848490715026856,14.258581161499023,15.009024620056152,14.908422470092773,14.630810737609863,13.795036315917969,14.520375061035157,14.497198104858398,13.509215354919434,13.968480110168457,13.977679252624512,14.18653678894043,14.027821922302246
the girl will cook the food .,the girl will cook the food .,0,5.821319580078125,6.628922939300537,6.86740779876709,6.440513610839844,6.172219753265381,6.386076736450195,1.4085979461669922,0.6607246398925781,0.03571176528930664,0.8443303108215332,1.7211036682128906,0.9340936660766601,13.459206581115723,14.284972190856934,13.555669784545898,12.612548828125,13.250807762145996,13.43264102935791,10.74318790435791,10.567466735839844,10.792678833007812,10.141020774841309,10.279626846313477,10.50479621887207,the girl will buy the food .,the girl will buy the food .,0,5.910008430480957,6.405933380126953,5.498682975769043,5.659294128417969,6.549440383911133,6.004671859741211,1.3199090957641602,0.8837141990661621,1.4044365882873535,1.6255497932434082,1.3438830375671387,1.3154985427856445,9.373790740966797,10.51447582244873,11.135608673095703,10.320823669433594,9.420063972473145,10.152952575683594,8.47901725769043,9.90039348602295,9.069369316101074,8.695154190063477,8.67155647277832,8.96309814453125
the girl will crack the egg .,the girl will crack the egg .,0,5.705269813537598,6.717480659484863,6.006267547607422,6.065319061279297,5.773776054382324,6.053622627258301,1.5246477127075195,0.572166919708252,0.8968520164489746,1.21952486038208,2.1195473670959473,1.2665477752685548,13.791451454162598,13.957202911376953,13.623696327209473,13.3677339553833,13.71541976928711,13.691100883483887,9.02424430847168,9.828521728515625,10.114429473876953,9.507539749145508,8.009398460388184,9.29682674407959,the girl will select the egg .,the girl will select the egg .,0,5.818531513214111,6.778567790985107,5.567221641540527,5.488211154937744,5.389817237854004,5.8084698677062985,1.4113860130310059,0.5110797882080078,1.3358979225158691,1.7966327667236328,2.5035061836242676,1.5117005348205566,12.17124080657959,11.771987915039062,11.998601913452148,12.020769119262695,12.632573127746582,12.119034576416016,12.104923248291016,12.285130500793457,13.811861038208008,11.951332092285156,12.071100234985352,12.444869422912598
the girl will crash the car .,the girl will crash the car .,0,6.49780797958374,6.732791423797607,6.335604190826416,6.437091827392578,6.449626445770264,6.490584373474121,0.732109546661377,0.5568561553955078,0.5675153732299805,0.8477520942687988,1.4436969757080078,0.8295860290527344,12.769397735595703,12.107422828674316,12.292150497436523,13.56861686706543,11.03770637512207,12.355058860778808,9.397199630737305,9.05878734588623,8.324528694152832,9.080427169799805,8.019412994384766,8.776071166992187,the girl will avoid the car .,the girl will avoid the car .,0,7.714897632598877,8.319122314453125,8.233431816101074,7.736435413360596,8.063141822814941,8.013405799865723,-0.48498010635375977,-1.0294747352600098,-1.3303122520446777,-0.45159149169921875,-0.16981840133666992,-0.6932353973388672,11.002695083618164,10.940509796142578,10.811394691467285,10.440282821655273,9.825764656066895,10.604129409790039,10.26657485961914,10.406237602233887,11.642555236816406,12.173925399780273,10.596220970153809,11.017102813720703
the girl will curl the hair .,the girl will curl the hair .,0,5.365968704223633,6.059153079986572,4.581966400146484,5.022007942199707,5.298753261566162,5.265569877624512,1.8639488220214844,1.230494499206543,2.321153163909912,2.26283597946167,2.5945701599121094,2.0546005249023436,15.567185401916504,14.814582824707031,14.524759292602539,14.729366302490234,14.3123140335083,14.789641571044921,9.006233215332031,7.962182998657227,8.901261329650879,8.406875610351562,8.51300048828125,8.55791072845459,the girl will wash the hair .,the girl will wash the hair .,0,5.849349498748779,6.018746852874756,5.882269382476807,5.995439529418945,6.228315353393555,5.9948241233825685,1.380568027496338,1.2709007263183594,1.0208501815795898,1.2894043922424316,1.6650080680847168,1.3253462791442872,12.404749870300293,12.291274070739746,12.301445960998535,13.24443244934082,11.210589408874512,12.290498352050781,9.055618286132812,8.635770797729492,9.928788185119629,8.83537483215332,9.808730125427246,9.2528564453125
the girl will cut the rope .,the girl will cut the rope .,0,5.595656871795654,6.027811527252197,5.447124481201172,5.671555519104004,5.69053840637207,5.686537361145019,1.634260654449463,1.261836051940918,1.4559950828552246,1.613288402557373,2.202785015106201,1.6336330413818358,11.117216110229492,10.424781799316406,11.35679817199707,10.495206832885742,10.221477508544922,10.723096084594726,9.442168235778809,8.742417335510254,10.3098726272583,9.580480575561523,8.87846851348877,9.39068145751953,the girl will examine the rope .,the girl will examine the rope .,0,5.0453104972839355,5.416442394256592,5.253695011138916,5.080277919769287,5.177386283874512,5.194622421264649,2.1846070289611816,1.8732051849365234,1.6494245529174805,2.20456600189209,2.7159371376037598,2.125547981262207,12.890478134155273,13.59295654296875,12.928421974182129,13.164112091064453,13.014448165893555,13.118083381652832,15.078401565551758,14.848241806030273,15.931292533874512,15.05652141571045,14.022258758544922,14.987343215942383
the girl will deflate the football .,the girl will <unk> the football .,1,7.133272647857666,7.265737533569336,6.80298376083374,7.012155055999756,6.590052604675293,6.960840320587158,0.09664487838745117,0.023910045623779297,0.10013580322265625,0.2726888656616211,1.3032708168029785,0.3593300819396973,6.3655595779418945,5.9005279541015625,5.631563186645508,6.010714054107666,5.856411457061768,5.95295524597168,14.480772972106934,14.18176555633545,13.781805992126465,14.101398468017578,12.831430435180664,13.875434684753419,the girl will buy the football .,the girl will buy the football .,0,5.910008430480957,6.405933380126953,5.498682975769043,5.659294128417969,6.549440383911133,6.004671859741211,1.3199090957641602,0.8837141990661621,1.4044365882873535,1.6255497932434082,1.3438830375671387,1.3154985427856445,9.373790740966797,10.51447582244873,11.135608673095703,10.320823669433594,9.420063972473145,10.152952575683594,14.889947891235352,14.60473918914795,13.681941032409668,13.614477157592773,13.349236488342285,14.028068351745606
